psgc;income_class;year;current_operating_income_local_tax_real_property_general;current_operating_income_local_tax_real_property_special_education;current_operating_income_local_tax_real_property_total;current_operating_income_local_tax_business;current_operating_income_local_tax_other;current_operating_income_local_tax_total;current_operating_income_local_nontax_regulatory_fees;current_operating_income_local_nontax_service_user_charges;current_operating_income_local_nontax_economic_enterprise_receipts;current_operating_income_local_nontax_other_receipts;current_operating_income_local_nontax_total;current_operating_income_local_total;current_operating_income_external_national_tax_allotment;current_operating_income_external_national_tax_other_shares;current_operating_income_external_interlocal_transfers;current_operating_income_external_extraordinary_donations;current_operating_income_external_total;current_operating_income_total;current_operating_expenditures_general_public_services;current_operating_expenditures_social_services_manpower_development;current_operating_expenditures_social_services_health_nutrition_population;current_operating_expenditures_social_services_labor_employment;current_operating_expenditures_social_services_housing_community_development;current_operating_expenditures_social_services_welfare;current_operating_expenditures_social_services_total;current_operating_expenditures_economic_services;current_operating_expenditures_debt_services;current_operating_expenditures_total;net_operating_income;non_income_receipts_capital_investment_asset_sale_proceeds;non_income_receipts_capital_investment_others_debt_securities_sales_proceeds;non_income_receipts_capital_investment_loans_receivable_collections;non_income_receipts_capital_investment_total;non_income_receipts_loans_borrowings_loans_acquisitions;non_income_receipts_loans_borrowings_bonds_issuance;non_income_receipts_loans_borrowings_total;non_income_receipts_others;non_income_receipts_total;nonoperating_expenditures_capital_investment_property_plant_equipment;nonoperating_expenditures_capital_investment_other_entities_debt_securities;nonoperating_expenditures_capital_investment_other_entities_grant_loan;nonoperating_expenditures_capital_investment_total;nonoperating_expenditures_debt_service_loan_amortization_payment;nonoperating_expenditures_debt_service_retirement_bonds_redemption_debt_securities;nonoperating_expenditures_debt_service_total;nonoperating_expenditures_other;nonoperating_expenditures_total;funds_net_increase;cash_balance_beginning;fund_available;accounts_payable_payment_of_prior_years;continuing_appropriation;fund_balance
1206512000;3rd;2023;1198395.39;1482928.23;2681323.62;2084847.46;281705.60;5047876.68;1550416.27;1778241.57;0.00;0.00;3328657.84;8376534.52;212949620.04;0.00;0.00;0.00;212949620.04;221326154.56;119232719.69;700000.00;13561955.04;0.00;0.00;31561277.00;45823232.04;20189244.84;5223649.34;190468845.91;30857308.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7704605.70;0.00;0.00;7704605.70;13961445.72;0.00;13961445.72;0.00;21666051.42;9191257.23;9649505.44;18840762.67;0.00;0.00;18840762.67
1600201000;1st;2023;2303296.17;2879120.21;5182416.38;18912373.07;1508048.61;25602838.06;8615406.70;3583792.63;10222961.50;156519.83;22578680.66;48181518.72;306714075.96;200111.07;0.00;0.00;306914187.03;355095705.75;146852403.08;9021423.51;15614274.96;0.00;0.00;11470938.04;36106636.51;34340811.51;11685543.83;228985394.93;126110310.82;0.00;0.00;20700.00;20700.00;19714515.00;0.00;19714515.00;0.00;19735215.00;53444108.67;0.00;0.00;53444108.67;16787847.41;0.00;16787847.41;0.00;70231956.08;75613569.74;232817840.50;308431410.24;65863172.73;73919424.50;168648813.01
1600204000;4th;2023;612310.88;765388.60;1377699.48;3758561.74;214007.24;5350268.46;1282270.20;413143.73;4397358.10;0.00;6092772.03;11443040.49;146885829.96;47223.65;0.00;0.00;146933053.61;158376094.10;93987461.31;572737.96;7917554.53;0.00;0.00;3226153.79;11716446.28;10310857.39;12609.69;116027374.67;42348719.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50363.87;50363.87;32451361.25;0.00;0.00;32451361.25;726927.03;0.00;726927.03;0.00;33178288.28;9220795.02;165042435.76;174263230.78;3695271.75;28357005.38;142210953.65
1600205000;3rd;2023;574261.01;717826.28;1292087.29;2858302.41;207304.49;4357694.19;3197409.22;6784682.55;0.00;0.00;9982091.77;14339785.96;168810948.96;65267.72;0.00;0.00;168876216.68;183216002.64;129220497.02;911843.90;8116293.67;0.00;0.00;2459763.26;11487900.83;9913893.06;4334510.22;154956801.13;28259201.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;322574.45;322574.45;34500193.47;0.00;0.00;34500193.47;15301528.98;0.00;15301528.98;0.00;49801722.45;-21219946.49;42733893.59;21513947.10;0.00;13745309.16;7768637.94
1600206000;4th;2023;228763.07;286358.82;515121.89;1706165.66;265072.34;2486359.89;1277463.21;1123567.34;6980775.56;885830.38;10267636.49;12753996.38;132888960.96;3120.00;0.00;0.00;132892080.96;145646077.34;75282566.59;403746.27;8856938.93;0.00;0.00;4506735.55;13767420.75;20951762.77;1818365.77;111820115.88;33825961.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13670991.03;0.00;0.00;13670991.03;5019670.85;0.00;5019670.85;0.00;18690661.88;15135299.58;94307663.67;109442963.25;0.00;67330227.59;42112735.66
1600207000;2nd;2023;628783.87;785979.81;1414763.68;2220714.91;339112.64;3974591.23;1563324.83;1946420.70;0.00;0.00;3509745.53;7484336.76;247880823.00;0.00;0.00;0.00;247880823.00;255365159.76;122831751.17;1282732.20;15078393.67;0.00;0.00;40928063.81;57289189.68;18342919.45;0.00;198463860.30;56901299.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37782316.08;0.00;0.00;37782316.08;0.00;0.00;0.00;0.00;37782316.08;19118983.38;65810938.00;84929921.38;13292623.73;18417070.54;53220227.11
1600208000;4th;2023;1313539.72;1641924.64;2955464.36;12196088.44;308484.62;15460037.42;1668262.95;3755377.29;4797298.61;806463.29;11027402.14;26487439.56;105397155.96;47981.91;0.00;0.00;105445137.87;131932577.43;72316090.59;2377804.18;10444894.03;0.00;0.00;10892747.96;23715446.17;14252389.96;327668.52;110611595.24;21320982.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20577314.88;0.00;0.00;20577314.88;668389.12;0.00;668389.12;0.00;21245704.00;75278.19;48717478.26;48792756.45;4096076.21;11063133.05;33633547.19
1600209000;3rd;2023;2487413.66;3109267.08;5596680.74;11861169.91;642752.70;18100603.35;8187842.09;2802740.65;7116288.83;38777.38;18145648.95;36246252.30;177498828.96;128163.68;0.00;0.00;177626992.64;213873244.94;128866745.69;2917114.77;8647966.49;0.00;0.00;11375611.64;22940692.90;21773332.68;771474.84;174352246.11;39520998.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25010125.73;0.00;0.00;25010125.73;5198846.87;0.00;5198846.87;0.00;30208972.60;9312026.23;52441458.25;61753484.48;0.00;3269101.62;58484382.86
1600212000;5th;2023;535536.13;669420.17;1204956.30;3213689.75;365660.89;4784306.94;1840990.19;559866.00;3328870.00;66417.17;5796143.36;10580450.30;102370838.04;52076.64;0.00;0.00;102422914.68;113003364.98;65650727.17;674157.10;7611193.85;0.00;0.00;5794762.18;14080113.13;7964122.42;3907161.03;91602123.75;21401241.23;0.00;0.00;0.00;0.00;31645361.29;0.00;31645361.29;0.00;31645361.29;12751970.30;0.00;0.00;12751970.30;2000000.00;0.00;2000000.00;0.00;14751970.30;38294632.22;57804119.27;96098751.49;6334484.42;44169289.49;45594977.58
1600210000;4th;2023;330152.14;901421.63;1231573.77;11487905.04;216522.80;12936001.61;1192112.23;2783741.70;0.00;0.00;3975853.93;16911855.54;173002638.00;6028351.67;0.00;0.00;179030989.67;195942845.21;187112476.56;384979.88;5826513.06;0.00;0.00;3165418.03;9376910.97;7952422.93;0.00;204441810.46;-8498965.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;482124.26;482124.26;5860862.80;0.00;0.00;5860862.80;0.00;0.00;0.00;0.00;5860862.80;-13877703.79;92929967.68;79052263.89;4409772.20;15979370.53;58663121.16
1600211000;4th;2023;966675.68;1208344.59;2175020.27;28582675.61;1126384.24;31884080.12;3332813.74;908924.08;1602781.12;0.00;5844518.94;37728599.06;134783084.04;22670402.81;146747.99;0.00;157600234.84;195328833.90;108672108.39;927504.05;14222614.09;0.00;0.00;35708971.46;50859089.60;32580657.24;0.00;192111855.23;3216978.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39261208.34;0.00;0.00;39261208.34;0.00;0.00;0.00;0.00;39261208.34;-36044229.67;134523371.75;98479142.08;2778804.40;15633741.64;80066596.04
1600302000;1st;2023;4356700.96;5445876.18;9802577.14;59458029.96;1980776.24;71241383.34;37603894.88;2113556.78;3117656.86;142459.58;42977568.10;114218951.44;268893971.04;43772213.75;0.00;0.00;312666184.79;426885136.23;235835118.97;3446607.41;28043003.78;0.00;0.00;16654200.74;48143811.93;34260283.69;574919.79;318814134.38;108071001.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1104905.88;1104905.88;54827665.10;0.00;0.00;54827665.10;4289131.65;0.00;4289131.65;0.00;59116796.75;50059110.98;262160643.54;312219754.52;4892924.12;19443536.00;287883294.40
1600303000;1st;2023;1726827.46;2158477.88;3885305.34;5779655.34;807686.41;10472647.09;2786420.60;13032027.48;0.00;390450.78;16208898.86;26681545.95;490765169.04;31753.14;0.00;0.00;490796922.18;517478468.13;234889791.32;2289682.70;31546127.87;0.00;0.00;48655446.54;82491257.11;36738722.20;8058594.99;362178365.62;155300102.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;115802036.47;0.00;0.00;115802036.47;19321367.20;0.00;19321367.20;0.00;135123403.67;20176698.84;256123034.68;276299733.52;12428303.67;73569426.81;190302003.04
1600304000;1st;2023;429788.96;537236.19;967025.15;2104353.96;476246.47;3547625.58;1047069.39;3373133.29;0.00;31557.83;4451760.51;7999386.09;458498016.00;16898.89;0.00;0.00;458514914.89;466514300.98;249039112.07;97855.75;40262470.31;0.00;0.00;49739455.56;90099781.62;63781694.72;15733063.42;418653651.83;47860649.15;0.00;0.00;0.00;0.00;91759430.70;0.00;91759430.70;0.00;91759430.70;128409658.49;0.00;0.00;128409658.49;36919356.30;0.00;36919356.30;0.00;165329014.79;-25708934.94;89081595.91;63372660.97;0.00;0.00;63372660.97
1600305000;1st;2023;744769.84;930962.31;1675732.15;2338490.33;367129.65;4381352.13;1355444.63;1999493.30;0.00;170758.57;3525696.50;7907048.63;482195892.96;1200.00;0.00;0.00;482197092.96;490104141.59;226032710.83;5198574.46;25741472.98;794621.17;0.00;36379040.06;68113708.67;45572734.00;23742994.06;363462147.56;126641994.03;0.00;0.00;0.00;0.00;3748275.84;0.00;3748275.84;369142.14;4117417.98;75865222.46;0.00;0.00;75865222.46;32379559.89;0.00;32379559.89;0.00;108244782.35;22514629.66;167635534.15;190150163.81;49060645.94;31584475.21;109505042.66
1600306000;1st;2023;2985772.16;3732215.20;6717987.36;15301401.12;2000752.46;24020140.94;9195671.83;5190366.14;15063900.30;362594.77;29812533.04;53832673.98;355684092.96;180705.55;0.00;0.00;355864798.51;409697472.49;180288127.75;2115391.78;18184232.22;0.00;0.00;34757747.46;55057371.46;52904289.19;10034983.39;298284771.79;111412700.70;0.00;0.00;0.00;0.00;101737669.54;0.00;101737669.54;0.00;101737669.54;58436758.33;0.00;0.00;58436758.33;13385508.69;0.00;13385508.69;0.00;71822267.02;141328103.22;282222964.83;423551068.05;64248784.43;87068097.39;272234186.23
1600307000;2nd;2023;8274734.14;10343417.69;18618151.83;8046317.90;685998.74;27350468.47;7282468.12;1882829.42;10108732.08;1369346.61;20643376.23;47993844.70;243865044.96;63018.48;0.00;0.00;243928063.44;291921908.14;140468986.11;9022814.39;27723810.05;0.00;0.00;21927452.19;58674076.63;27150895.39;7062236.76;233356194.89;58565713.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;128374753.12;0.00;0.00;128374753.12;18820483.72;0.00;18820483.72;0.00;147195236.84;-88629523.59;155134027.65;66504504.06;13373272.52;17932152.34;35199079.20
1600308000;1st;2023;13472450.62;16840563.29;30313013.91;62770894.72;2969272.70;96053181.33;13459948.65;10923998.69;36127522.03;162399.58;60673868.95;156727050.28;313098333.00;423301.04;0.00;0.00;313521634.04;470248684.32;226208747.75;11449200.77;23917518.28;1388772.77;0.00;26289183.12;63044674.94;81643799.59;22173470.65;393070692.93;77177991.39;0.00;0.00;0.00;0.00;298077238.96;0.00;298077238.96;0.00;298077238.96;37481872.14;0.00;0.00;37481872.14;1963035.83;0.00;1963035.83;0.00;39444907.97;335810322.38;222135465.82;557945788.20;11863459.74;302857345.07;243224983.39
1600309000;1st;2023;514560.22;643200.24;1157760.46;3057380.28;468821.44;4683962.18;2721342.57;7481341.63;0.00;26796.11;10229480.31;14913442.49;344197356.00;24977.87;0.00;0.00;344222333.87;359135776.36;155141394.07;631252.74;28937293.10;0.00;0.00;48533913.64;78102459.48;33460428.83;8343138.60;275047420.98;84088355.38;0.00;0.00;0.00;0.00;35277412.58;0.00;35277412.58;0.00;35277412.58;93653947.12;0.00;0.00;93653947.12;24732948.88;0.00;24732948.88;0.00;118386896.00;978871.96;9601451.68;10580323.64;2806648.34;5867452.31;1906222.99
1600310000;3rd;2023;1058585.74;1323232.18;2381817.92;3106558.74;301918.16;5790294.82;1314076.70;5240452.17;2873863.96;88588.80;9516981.63;15307276.45;183582138.96;106661.97;0.00;0.00;183688800.93;198996077.38;101258010.81;1328976.19;12613894.38;0.00;0.00;11154935.47;25097806.04;23404966.86;3166695.04;152927478.75;46068598.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;352204.74;352204.74;12549645.16;0.00;0.00;12549645.16;9982668.39;0.00;9982668.39;0.00;22532313.55;23888489.82;68275626.70;92164116.52;22075729.84;16445687.10;53642699.58
1600314000;1st;2023;875465.28;1094331.61;1969796.89;3242568.67;515746.12;5728111.68;2262482.24;3654625.30;0.00;81215.93;5998323.47;11726435.15;252474669.96;34623.77;0.00;0.00;252509293.73;264235728.88;123820822.03;1513020.43;16005711.27;1368708.32;0.00;32429165.43;51316605.45;41413497.55;855129.71;217406054.74;46829674.14;0.00;0.00;0.00;0.00;84539000.00;0.00;84539000.00;0.00;84539000.00;36179734.74;0.00;0.00;36179734.74;4768606.30;0.00;4768606.30;0.00;40948341.04;90420333.10;80095963.16;170516296.26;3024110.56;107781617.90;59710567.80
1600311000;2nd;2023;1489926.07;1862407.59;3352333.66;5279779.38;646196.27;9278309.31;4034816.55;1758896.74;22626378.68;38767.94;28458859.91;37737169.22;227045246.04;280.00;0.00;0.00;227045526.04;264782695.26;131380958.05;887109.60;17820725.76;0.00;0.00;31518109.01;50225944.37;41280443.53;3468226.95;226355572.90;38427122.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28533312.70;0.00;0.00;28533312.70;6225458.08;0.00;6225458.08;0.00;34758770.78;3668351.58;39813687.33;43482038.91;2546792.13;18693859.00;22241387.78
1600312000;1st;2023;3746333.43;4682916.78;8429250.21;21083333.14;850518.72;30363102.07;6271855.02;5340439.37;23692961.25;338630.96;35643886.60;66006988.67;294148035.00;217002.23;0.00;0.00;294365037.23;360372025.90;134772503.86;10864214.10;17322315.91;1818049.83;200000.00;27676119.25;57880699.09;40684255.86;8732709.66;242070168.47;118301857.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;59008661.40;0.00;0.00;59008661.40;19317752.60;0.00;19317752.60;0.00;78326414.00;39975443.43;235182727.22;275158170.65;12756028.42;10952058.32;251450083.91
1600313000;2nd;2023;1107424.26;1384280.33;2491704.59;3937906.75;402179.48;6831790.82;1843440.62;7838678.83;0.00;56537.78;9738657.23;16570448.05;222503382.00;4040.59;0.00;0.00;222507422.59;239077870.64;103292889.12;1461548.79;13297538.08;0.00;0.00;27338781.94;42097868.81;27632082.99;3647164.20;176670005.12;62407865.52;0.00;0.00;0.00;0.00;41996000.00;0.00;41996000.00;0.00;41996000.00;70697105.80;0.00;0.00;70697105.80;8391914.00;0.00;8391914.00;0.00;79089019.80;25314845.72;48362488.64;73677334.36;17349690.59;11750817.31;44576826.46
1608501000;4th;2023;917400.74;1146547.14;2063947.88;2293252.24;383995.93;4741196.05;1753695.35;1456716.27;0.00;19724.55;3230136.17;7971332.22;148324322.04;0.00;0.00;0.00;148324322.04;156295654.26;71651981.05;698903.73;12366517.91;23320.47;0.00;18945404.41;32034146.52;16879567.29;0.00;120565694.86;35729959.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;858245.33;858245.33;28515948.53;0.00;0.00;28515948.53;0.00;0.00;0.00;0.00;28515948.53;8072256.20;122235578.90;130307835.10;12104128.91;13726574.57;104477131.62
1608502000;3rd;2023;1049270.90;1311588.65;2360859.55;39756540.53;277541.48;42394941.56;3816931.31;4136042.85;0.00;736618.23;8689592.39;51084533.95;144590724.96;13082184.61;0.00;0.00;157672909.57;208757443.52;96846050.24;439235.00;11990890.92;50545.09;0.00;21857000.57;34337671.58;31294149.40;0.00;162477871.22;46279572.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;210197.88;210197.88;73157329.19;0.00;0.00;73157329.19;0.00;0.00;0.00;0.00;73157329.19;-26667559.01;281167880.65;254500321.64;39689140.32;67231733.65;147579447.67
1608503000;5th;2023;408248.51;510310.63;918559.14;1207195.44;189793.25;2315547.83;802759.07;757360.20;0.00;22201.96;1582321.23;3897869.06;102357582.00;0.00;505805.84;234200.90;103097588.74;106995457.80;60909768.59;1228539.23;5996591.03;581666.54;0.00;12041844.22;19848641.02;7548749.67;0.00;88307159.28;18688298.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;188504.37;188504.37;20718318.95;0.00;0.00;20718318.95;0.00;0.00;0.00;0.00;20718318.95;-1841516.06;16614768.86;14773252.80;2582274.09;4447176.32;7743802.39
1608504000;5th;2023;877510.40;1096888.00;1974398.40;13646288.50;453060.04;16073746.94;1820013.76;4050829.89;0.00;0.00;5870843.65;21944590.59;127909593.96;5720401.85;0.00;0.00;133629995.81;155574586.40;59093634.65;267194.78;11018366.64;0.00;0.00;10154060.15;21439621.57;15032300.00;0.00;95565556.22;60009030.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11621316.03;0.00;0.00;11621316.03;0.00;0.00;0.00;0.00;11621316.03;48387714.15;177826384.28;226214098.43;2401648.75;12909987.64;210902462.04
1608505000;4th;2023;597529.32;746911.64;1344440.96;17535869.11;275646.07;19155956.14;4060430.61;2766740.78;0.00;197765.38;7024936.77;26180892.91;127313805.00;3799053.19;0.00;0.00;131112858.19;157293751.10;92560258.00;478226.01;7802350.42;0.00;0.00;13264198.37;21544774.80;15593906.37;0.00;129698939.17;27594811.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;403917.87;403917.87;24393521.27;0.00;0.00;24393521.27;0.00;0.00;0.00;0.00;24393521.27;3605208.53;101823748.63;105428957.16;8849466.96;26511819.68;70067670.52
1608506000;4th;2023;1084470.81;1355588.51;2440059.32;3787996.07;508893.21;6736948.60;2551368.34;4110048.78;0.00;73866.80;6735283.92;13472232.52;110400273.96;40665.79;0.00;0.00;110440939.75;123913172.27;71186412.65;1106794.31;9003735.06;0.00;0.00;9270070.73;19380600.10;6145231.83;0.00;96712244.58;27200927.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;276345.66;276345.66;4912447.84;0.00;0.00;4912447.84;0.00;0.00;0.00;0.00;4912447.84;22564825.51;77473314.09;100038139.60;10883826.10;18854434.20;70299879.30
1608507000;5th;2023;247305.04;309131.29;556436.33;11517295.55;180635.25;12254367.13;1786258.00;559963.00;0.00;68559.34;2414780.34;14669147.47;85316945.04;820569.92;0.00;0.00;86137514.96;100806662.43;58386116.30;322767.48;4595829.08;0.00;0.00;6024636.26;10943232.82;10623331.84;0.00;79952680.96;20853981.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;204716.55;204716.55;21391698.46;0.00;0.00;21391698.46;0.00;0.00;0.00;0.00;21391698.46;-333000.44;55100160.56;54767160.12;678093.29;2517911.92;51571154.91
1606701000;5th;2023;471883.24;597538.02;1069421.26;604431.16;151372.80;1825225.22;1744137.25;1161962.90;7790894.44;112336.00;10809330.59;12634555.81;97039833.00;29181.24;0.00;0.00;97069014.24;109703570.05;49135730.38;568733.23;7129107.00;0.00;0.00;12086576.01;19784416.24;17991968.73;152127.62;87064242.97;22639327.08;12396985.00;0.00;0.00;12396985.00;0.00;0.00;0.00;177532.25;12574517.25;22615713.89;0.00;0.00;22615713.89;586145.52;0.00;586145.52;0.00;23201859.41;12011984.92;2096334.05;14108318.97;0.00;1100000.00;13008318.97
1606702000;5th;2023;468759.45;585949.33;1054708.78;1414112.22;160327.11;2629148.11;724665.47;1150419.84;375595.00;66557.30;2317237.61;4946385.72;101329335.00;22379.64;0.00;0.00;101351714.64;106298100.36;51199633.00;303437.97;8306599.00;0.00;0.00;9574321.65;18184358.62;11555154.00;0.00;80939145.62;25358954.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;232903.78;232903.78;15409532.39;0.00;0.00;15409532.39;0.00;0.00;0.00;0.00;15409532.39;10182326.13;78638634.13;88820960.26;0.00;10611496.18;78209464.08
1606704000;6th;2023;460672.62;575840.81;1036513.43;406594.01;64626.13;1507733.57;388202.39;1096764.92;0.00;0.00;1484967.31;2992700.88;60336374.04;15295.40;0.00;0.00;60351669.44;63344370.32;29254691.71;673473.45;3251712.70;0.00;0.00;8183197.42;12108383.57;3067797.31;1076054.86;45506927.45;17837442.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48862.91;48862.91;5646298.86;0.00;0.00;5646298.86;1692532.38;0.00;1692532.38;0.00;7338831.24;10547474.54;14897265.03;25444739.57;0.00;11860105.89;13584633.68
1606706000;2nd;2023;6988313.84;8735392.30;15723706.14;454490986.71;1125682.54;471340375.39;8951861.17;3204790.00;19448763.58;2017365.79;33622780.54;504963155.93;199917428.04;131958322.99;0.00;0.00;331875751.03;836838906.96;299274312.09;4914155.68;41578187.86;0.00;0.00;67210753.33;113703096.87;68370085.83;5545643.20;486893137.99;349945768.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2526805.15;2526805.15;289404728.23;0.00;0.00;289404728.23;10610747.04;0.00;10610747.04;0.00;300015475.27;52457098.85;1245536146.95;1297993245.80;56940849.75;641406889.83;599645506.22
1606707000;4th;2023;1298231.31;1622789.18;2921020.49;14554409.52;1136003.93;18611433.94;10822215.57;37026233.09;0.00;213343.00;48061791.66;66673225.60;131015022.00;81820.39;0.00;0.00;131096842.39;197770067.99;132021910.75;0.00;6261091.48;0.00;0.00;2250988.06;8512079.54;7350178.79;0.00;147884169.08;49885898.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;153212.85;153212.85;29466662.12;0.00;0.00;29466662.12;0.00;0.00;0.00;0.00;29466662.12;20572449.64;119178597.30;139751046.94;5713149.09;73889173.28;60148724.57
1606708000;5th;2023;1069411.38;1342778.69;2412190.07;2867351.43;192592.89;5472134.39;2110580.10;20937326.00;0.00;26390.00;23074296.10;28546430.49;125685842.04;51908.50;0.00;5000.00;125742750.54;154289181.03;72649376.96;1362090.04;6512599.42;1285318.26;0.00;13407945.92;22567953.64;9819378.38;7001519.65;112038228.63;42250952.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26331096.77;0.00;0.00;26331096.77;2058826.90;0.00;2058826.90;0.00;28389923.67;13861028.73;144182146.61;158043175.34;19232851.85;0.00;138810323.49
1606710000;5th;2023;5433764.08;6792205.10;12225969.18;14789347.19;1036633.14;28051949.51;11057163.83;42326377.09;0.00;137850.00;53521390.92;81573340.43;105910176.00;63613.40;19000.00;1947845.00;107940634.40;189513974.83;88409658.80;3774249.48;7812883.07;0.00;0.00;14368201.21;25955333.76;16717536.60;0.00;131082529.16;58431445.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;498862.19;498862.19;25288174.03;0.00;0.00;25288174.03;0.00;0.00;0.00;0.00;25288174.03;33642133.83;17065990.81;50708124.64;0.00;10321544.95;40386579.69
1606711000;4th;2023;718242.19;897767.48;1616009.67;885390.03;253707.16;2755106.86;906064.05;1198972.77;3406274.01;147782.52;5659093.35;8414200.21;126259580.04;27559.44;0.00;0.00;126287139.48;134701339.69;73612537.31;1139541.02;8842436.13;0.00;0.00;10326569.30;20308546.45;7943214.12;2093744.59;103958042.47;30743297.22;0.00;0.00;0.00;0.00;18326000.00;0.00;18326000.00;0.00;18326000.00;35807288.56;0.00;0.00;35807288.56;4938253.17;0.00;4938253.17;0.00;40745541.73;8323755.49;48052981.02;56376736.51;11262674.57;6204978.49;38909083.45
1606714000;4th;2023;2331622.06;2914527.58;5246149.64;2265411.52;257498.35;7769059.51;1106681.25;1524305.47;12655075.70;0.00;15286062.42;23055121.93;132566628.00;468973.54;0.00;0.00;133035601.54;156090723.47;47743387.08;997676.23;6756866.43;0.00;0.00;12119822.25;19874364.91;26155466.74;4696881.25;98470099.98;57620623.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;115984.12;115984.12;12607485.61;0.00;0.00;12607485.61;7095139.70;0.00;7095139.70;0.00;19702625.31;38033982.30;129542056.08;167576038.38;6800037.29;6325198.68;154450802.41
1606715000;5th;2023;474668.39;593335.49;1068003.88;1520568.87;166646.32;2755219.07;754661.86;4499954.77;0.00;105174.00;5359790.63;8115009.70;106275756.00;22494.24;0.00;0.00;106298250.24;114413259.94;61066243.90;252831.00;10743500.39;0.00;0.00;10043523.66;21039855.05;9491710.77;1919109.18;93516918.90;20896341.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;600891.29;600891.29;4552198.14;0.00;0.00;4552198.14;5766177.51;0.00;5766177.51;0.00;10318375.65;11178856.68;12982379.09;24161235.77;9178521.17;0.00;14982714.60
1606716000;5th;2023;400577.02;500721.28;901298.30;722344.53;104853.68;1728496.51;630484.50;11258496.48;0.00;14806.96;11903787.94;13632284.45;87203751.96;21360.00;4300000.00;0.00;91525111.96;105157396.41;42610005.95;470000.00;8432565.76;0.00;0.00;7746960.01;16649525.77;10621799.75;0.00;69881331.47;35276064.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;149550.01;149550.01;12603530.25;0.00;0.00;12603530.25;0.00;0.00;0.00;0.00;12603530.25;22822084.70;53523437.50;76345522.20;10583638.74;196210.81;65565672.65
1606717000;4th;2023;1847652.49;2309565.63;4157218.12;7688077.58;428615.37;12273911.07;2933832.73;9339658.02;0.00;35200.00;12308690.75;24582601.82;125214686.04;195311.62;0.00;0.00;125409997.66;149992599.48;62920979.01;633796.69;6826071.96;0.00;0.00;5633062.53;13092931.18;13312102.41;0.00;89326012.60;60666586.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48663.00;48663.00;502215.98;0.00;0.00;502215.98;0.00;0.00;0.00;0.00;502215.98;60213033.90;278082776.57;338295810.47;15052639.45;0.00;323243171.02
1606718000;6th;2023;207254.30;259067.87;466322.17;1533774.09;73463.94;2073560.20;346443.05;1950341.83;0.00;197474.53;2494259.41;4567819.61;69671946.96;600.00;0.00;0.00;69672546.96;74240366.57;43604883.66;79880.00;5621315.46;0.00;0.00;6936125.19;12637320.65;5220054.61;2621778.18;64084037.10;10156329.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1152047.76;1152047.76;10171310.78;0.00;0.00;10171310.78;3166994.70;0.00;3166994.70;0.00;13338305.48;-2029928.25;10863184.57;8833256.32;0.00;0.00;8833256.32
1606719000;5th;2023;330979.68;413724.65;744704.33;1557846.05;118245.18;2420795.56;479215.71;1276936.73;0.00;0.00;1756152.44;4176948.00;93234645.00;36512.33;0.00;0.00;93271157.33;97448105.33;55417112.19;279270.84;8171139.95;0.00;0.00;8417640.91;16868051.70;5963784.76;0.00;78248948.65;19199156.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22510365.40;0.00;0.00;22510365.40;0.00;0.00;0.00;0.00;22510365.40;-3311208.72;41967812.15;38656603.43;3643540.41;0.00;35013063.02
